,state,id_theft_raw,id_theft_per_capita,year
49,West Virginia,1093.0,59.7,2016
50,South Dakota,503.0,58.1,2016
51,Hawaii,789.0,55.2,2016
1, Michigan,15027.0,151.0,2017
2, Florida,31167.0,149.0,2017
3, California,55418.0,140.0,2017
4, Maryland,7788.0,129.0,2017
5, Nevada,3828.0,128.0,2017
6, Delaware,1211.0,126.0,2017
7, Ilinois,15841.0,124.0,2017
8, Rhode Island,1302.0,123.0,2017
9, Georgia,12548.0,120.0,2017
10, Arizona,8330.0,119.0,2017
11, Texas,33454.0,118.0,2017
12, Connecticut,4078.0,114.0,2017
13, Colorado,6051.0,108.0,2017
14, New Jersey,9533.0,106.0,2017
15, New York,20397.0,103.0,2017
16, Washington,7360.0,99.0,2017
17, Pennsylvania,12468.0,97.0,2017
18, North Carolina,9424.0,92.0,2017
19, New Mexico,1909.0,91.0,2017
20, Virginia,7656.0,90.0,2017
21, South Carolina,4509.0,90.0,2017
22, Oregon,3714.0,90.0,2017
23, Massachusets,6016.0,88.0,2017
24, Tennessee,5586.0,83.0,2017
25, New Hampshire,1097.0,82.0,2017
26, Missouri,4994.0,82.0,2017
1, Utah,2452.0,79.0,2017
2, Idaho,1356.0,79.0,2017
3, Ohio,9121.0,78.0,2017
4, Minnesota,4324.0,78.0,2017
5, Indiana,5027.0,75.0,2017
6, Alabama,3609.0,74.0,2017
7, Oklahoma,2901.0,74.0,2017
8, Kansas,2100.0,72.0,2017
9, Louisiana,3340.0,71.0,2017
10, Arkansas,2084.0,69.0,2017
11, Mississippi,2064.0,69.0,2017
12, Kentucky,3060.0,69.0,2017
13, Wyoming,389.0,67.0,2017
14, Alaska,494.0,67.0,2017
15, Wisconsin,3731.0,64.0,2017
16, Hawai,890.0,62.0,2017
17, North Dakota,467.0,62.0,2017
18, Nebraska,1170.0,61.0,2017
19, Montana,638.0,61.0,2017
20, Maine,806.0,60.0,2017
21, Iowa,1870.0,59.0,2017
22, Vermont,354.0,57.0,2017
23, West Virginia,1000.0,55.0,2017
24, South Dakota,403.0,46.0,2017
25,District of Columbia,1333.0,192.0,2017
26,Puerto Rico,2046.0,61.0,2017
0, Georgia,23871.0,229.0,2018
1, Nevada,5816.0,194.0,2018
2, California,73668.0,186.0,2018
3, Florida,37797.0,180.0,2018
4, Texas,45030.0,159.0,2018
5, Delaware,1517.0,158.0,2018
6, Maryland,8747.0,145.0,2018
7, Michigan,13952.0,140.0,2018
8, Ilinois,16296.0,127.0,2018
9, Arizona,8853.0,126.0,2018
10, South Carolina,6339.0,126.0,2018
11, New Jersey,11273.0,125.0,2018
12, New York,24248.0,122.0,2018
13, New Hampshire,1565.0,117.0,2018
14, North Carolina,11481.0,112.0,2018
15, Louisiana,5202.0,111.0,2018
16, Colorado,6151.0,110.0,2018
17, Connecticut,3864.0,108.0,2018
18, Alabama,5241.0,108.0,2018
19, Pennsylvania,13725.0,107.0,2018
20, Tennessee,6808.0,101.0,2018
21, Oregon,4179.0,101.0,2018
22, Washington,7380.0,100.0,2018
23, Mississippi,2894.0,97.0,2018
24, Virginia,8196.0,97.0,2018
25, New Mexico,2000.0,96.0,2018
0, Utah,2915.0,94.0,2018
1, Rhode Island,990.0,93.0,2018
2, Massachusets,6387.0,93.0,2018
3, Ohio,10268.0,88.0,2018
4, Missouri,5222.0,85.0,2018
5, Idaho,1368.0,80.0,2018
6, Oklahoma,3109.0,79.0,2018
7, Montana,799.0,76.0,2018
8, Indiana,4918.0,74.0,2018
9, Kansas,2142.0,74.0,2018
10, Arkansas,2197.0,73.0,2018
11, Minnesota,4070.0,73.0,2018
12, Hawai,1021.0,72.0,2018
13, Alaska,507.0,69.0,2018
14, Nebraska,1281.0,67.0,2018
15, Wisconsin,3731.0,64.0,2018
16, North Dakota,474.0,63.0,2018
17, Wyoming,338.0,58.0,2018
18, West Virginia,1051.0,58.0,2018
19, Kentucky,2522.0,57.0,2018
20, South Dakota,486.0,56.0,2018
21, Maine,744.0,56.0,2018
22, Iowa,1654.0,53.0,2018
23, Vermont,316.0,51.0,2018
24,District of Columbia,1156.0,167.0,2018
25,Puerto Rico,1710.0,51.0,2018
1, Georgia ,44888.0,427.0,2019
2, Florida ,64842.0,304.0,2019
3, California ,101639.0,257.0,2019
4, Texas ,73553.0,256.0,2019
5, Nevada ,7757.0,256.0,2019
6, Louisiana ,10582.0,227.0,2019
7, Delaware ,2188.0,226.0,2019
8, South Carolina ,10851.0,213.0,2019
9, Maryland ,12675.0,210.0,2019
10, New Jersey ,18220.0,205.0,2019
11, New York ,36337.0,186.0,2019
12, Ilinois ,23139.0,182.0,2019
13, North Carolina ,18584.0,179.0,2019
14, Alabama ,8454.0,173.0,2019
15, Pennsylvania ,20899.0,163.0,2019
16, Mississippi ,4714.0,158.0,2019
17, Tennessee ,10664.0,158.0,2019
18, Arkansas ,4525.0,150.0,2019
19, Arizona ,10744.0,150.0,2019
20, Utah ,4702.0,149.0,2019
21, Michigan ,13532.0,135.0,2019
22, Connecticut ,4564.0,128.0,2019
23, Massachusets ,8606.0,125.0,2019
24, Missouri ,7406.0,121.0,2019
25, Virginia ,10284.0,121.0,2019
26, Ohio ,13788.0,118.0,2019
1, Colorado,6272.0,110.0,2019
2, Rhode Island,1146.0,108.0,2019
3, New Mexico,2088.0,100.0,2019
4, New Hampshire,1302.0,96.0,2019
5, Oregon,4005.0,96.0,2019
6, Indiana,6386.0,95.0,2019
7, Hawai,1347.0,95.0,2019
8, Washington,7110.0,94.0,2019
9, Oklahoma,3706.0,94.0,2019
10, Wisconsin,5023.0,86.0,2019
11, Idaho,1420.0,81.0,2019
12, Minnesota,4499.0,80.0,2019
13, Kansas,2273.0,78.0,2019
14, Alaska,539.0,73.0,2019
15, Nebraska,1320.0,68.0,2019
16, Kentucky,2977.0,67.0,2019
17, Montana,707.0,67.0,2019
18, Iowa,1910.0,61.0,2019
19, Maine,807.0,60.0,2019
20, North Dakota,448.0,59.0,2019
21, West Virginia,1061.0,59.0,2019
22, Wyoming,319.0,55.0,2019
23, Vermont,338.0,54.0,2019
24, South Dakota,411.0,47.0,2019
25,District of Columbia,1550.0,221.0,2019
26,Puerto Rico,1621.0,51.0,2019
1, Kansas ,43211.0,1483.0,2020
2, Rhode Island ,12621.0,1191.0,2020
3, Ilinois ,135038.0,1066.0,2020
4, Nevada ,22801.0,740.0,2020
5, Washington ,54247.0,712.0,2020
6, Massachusets ,45575.0,661.0,2020
7, Georgia ,69487.0,654.0,2020
8, Arkansas ,17470.0,579.0,2020
9, Maine ,7183.0,534.0,2020
10, Louisiana ,21976.0,473.0,2020
11, Florida ,101367.0,472.0,2020
12, Texas ,134788.0,465.0,2020
13, Delaware ,4374.0,449.0,2020
14, Arizona ,27661.0,380.0,2020
15, California ,147382.0,373.0,2020
16, South Carolina ,19193.0,373.0,2020
17, Mississippi ,11048.0,371.0,2020
18, New Jersey ,32125.0,362.0,2020
19, Colorado ,20762.0,361.0,2020
20, Alabama ,17376.0,354.0,2020
21, Oklahoma ,13797.0,349.0,2020
22, New York ,67202.0,345.0,2020
23, Maryland ,20718.0,343.0,2020
24, Utah ,9366.0,292.0,2020
25, North Carolina ,30176.0,288.0,2020
26, Tennessee ,19182.0,281.0,2020
1, Hawai,3835.0,271.0,2020
2, Pennsylvania,33886.0,265.0,2020
3, Indiana,17306.0,257.0,2020
4, Michigan,24370.0,244.0,2020
5, Montana,2439.0,228.0,2020
6, Missouri,13653.0,222.0,2020
7, Ohio,25893.0,222.0,2020
8, Connecticut,6821.0,191.0,2020
9, Virginia,15632.0,183.0,2020
10, Oregon,7432.0,176.0,2020
11, New Hampshire,2301.0,169.0,2020
12, North Dakota,1266.0,166.0,2020
13, New Mexico,3454.0,165.0,2020
14, Wisconsin,8986.0,154.0,2020
15, Wyoming,875.0,151.0,2020
16, West Virginia,2646.0,148.0,2020
17, Minnesota,8246.0,146.0,2020
18, Idaho,2353.0,132.0,2020
19, Vermont,810.0,130.0,2020
20, Kentucky,5693.0,127.0,2020
21, Alaska,926.0,127.0,2020
22, Nebraska,2182.0,113.0,2020
23, Iowa,3022.0,96.0,2020
24, South Dakota,637.0,72.0,2020
25,District of Columbia,2595.0,368.0,2020
26,Puerto Rico,1663.0,52.0,2020
0, Rhode Island,30270.0,2857.0,2021
1, Kansas,39461.0,1355.0,2021
2, Ilinois,117056.0,924.0,2021
3, Louisiana,34043.0,732.0,2021
4, Georgia,65666.0,618.0,2021
5, Nevada,17985.0,584.0,2021
6, Colorado,33572.0,583.0,2021
7, New York,109466.0,563.0,2021
8, Delaware,5449.0,560.0,2021
9, Florida,110675.0,515.0,2021
10, Texas,146095.0,504.0,2021
11, Maryland,29778.0,493.0,2021
12, Ohio,50421.0,431.0,2021
13, Pennsylvania,54460.0,425.0,2021
14, Alabama,19691.0,402.0,2021
15, Arizona,28108.0,386.0,2021
16, New Jersey,31857.0,359.0,2021
17, South Carolina,17642.0,343.0,2021
18, California,133119.0,337.0,2021
19, Mississippi,9906.0,333.0,2021
20, Tennessee,20254.0,297.0,2021
21, North Carolina,30318.0,289.0,2021
22, Massachusets,16566.0,240.0,2021
23, Kentucky,10416.0,233.0,2021
24, Virginia,19214.0,225.0,2021
25, New Mexico,4611.0,220.0,2021
0, Missouri,13372.0,218.0,2021
1, Hawai,2993.0,211.0,2021
2, Arkansas,6358.0,211.0,2021
3, Michigan,20556.0,206.0,2021
4, Wisconsin,11253.0,193.0,2021
5, Oregon,8016.0,190.0,2021
6, Utah,6060.0,189.0,2021
7, Connecticut,6666.0,187.0,2021
8, Indiana,11866.0,176.0,2021
9, Oklahoma,6850.0,173.0,2021
10, Washington,12917.0,170.0,2021
11, Minnesota,9457.0,168.0,2021
12, Maine,2239.0,167.0,2021
13, New Hampshire,2205.0,162.0,2021
14, West Virginia,2845.0,159.0,2021
15, Idaho,2719.0,152.0,2021
16, Vermont,825.0,132.0,2021
17, North Dakota,999.0,131.0,2021
18, Nebraska,2409.0,125.0,2021
19, Alaska,896.0,122.0,2021
20, Iowa,3758.0,119.0,2021
21, Wyoming,620.0,107.0,2021
22, Montana,1130.0,106.0,2021
23, South Dakota,673.0,76.0,2021
24,District of Columbia,4072.0,577.0,2021
25,Puerto Rico,1404.0,44.0,2021
