state,year,percent_broadband,percent_internet_connection,percent_over_60
Minnesota,2004,0.308,0.601,0.1585247801441525
Minnesota,2005,0.405,0.6459999999999999,0.15891005096748437
Minnesota,2006,0.501,0.69,0.16487194657120113
Minnesota,2007,0.598,0.735,0.1688534042786113
Minnesota,2008,0.659,0.757,0.17364190780272673
Minnesota,2009,0.721,0.779,0.17777625866015725
Minnesota,2010,0.763,0.7909999999999999,0.1741968677853166
Minnesota,2011,0.8190000000000001,0.84,0.17868511743609078
Minnesota,2012,0.856,0.873,0.18315286365858152
Minnesota,2013,0.823,0.8340000000000001,0.18797828615452508
Minnesota,2014,0.84,0.848,0.1927337178176709
Minnesota,2015,0.7969461314792695,0.8039074877681438,0.19776142882370754
Minnesota,2016,0.8361028100782311,0.8416512117651165,0.2029408894143098
Minnesota,2017,0.8096770902733051,0.816863907798711,0.2076342909844709
Minnesota,2018,0.8299527504048884,0.8357464545869293,0.21241269336996083
Minnesota,2019,0.8488178709899844,0.8536202594890289,0.2177718285545221
Minnesota,2020,0.8708021696587466,0.8745817459152858,0.22226055441927972
Mississippi,2000,0.043,0.245,0.160702622248439
Mississippi,2001,0.040999999999999995,0.324,0.16147755997576976
Mississippi,2002,0.065,0.317,0.16225249770310052
Mississippi,2003,0.08900000000000001,0.309,0.16302743543043124
Mississippi,2004,0.163,0.364,0.163802373157762
Mississippi,2005,0.237,0.418,0.16457731088509275
Mississippi,2006,0.31,0.47200000000000003,0.16998769987699877
Mississippi,2007,0.384,0.526,0.17191742454480202
Mississippi,2008,0.41700000000000004,0.545,0.17510782279289108
Mississippi,2009,0.45,0.564,0.17797856094655956
Mississippi,2010,0.565,0.638,0.17601651398661655
Mississippi,2011,0.581,0.612,0.17970203267155951
Mississippi,2012,0.63,0.648,0.18386889156967537
Mississippi,2013,0.619,0.631,0.18795198449916556
Mississippi,2014,0.637,0.645,0.1918454468233398
Mississippi,2015,0.6118847358471489,0.615349370818321,0.19639427445239938
Mississippi,2016,0.7080035013885649,0.7114451841703742,0.20116707123530372
Mississippi,2017,0.6449659558598367,0.6493782589074538,0.20590043600270577
Mississippi,2018,0.6813603198159625,0.6845870387924484,0.21140124238731622
Mississippi,2019,0.7163121503678408,0.7187507356975862,0.21682686540558327
Mississippi,2020,0.7590095025856369,0.7611389075707765,0.22254115335020214
Missouri,2000,0.054000000000000006,0.429,0.17581177903746614
Missouri,2001,0.069,0.447,0.17584302540046215
Missouri,2002,0.113,0.45,0.17587427176345816
Missouri,2003,0.157,0.45299999999999996,0.17590551812645414
Missouri,2004,0.25,0.49700000000000005,0.17593676448945014
Missouri,2005,0.344,0.542,0.17596801085244615
Missouri,2006,0.43700000000000006,0.586,0.18014576447619454
Missouri,2007,0.531,0.631,0.1857400336655374
Missouri,2008,0.58,0.6609999999999999,0.187101472442763
Missouri,2009,0.628,0.6920000000000001,0.19120362483674538
Missouri,2010,0.706,0.738,0.18975032394432312
Missouri,2011,0.706,0.727,0.19368474640359098
Missouri,2012,0.726,0.752,0.1971789644078401
Missouri,2013,0.752,0.763,0.20138927037669244
Missouri,2014,0.765,0.773,0.20550802610982344
Missouri,2015,0.7346793706488676,0.740147756277957,0.20979503917658376
Missouri,2016,0.7938287942976789,0.7977712577828926,0.21445426477531462
Missouri,2017,0.7522665534775063,0.7578982173771469,0.21955096867644397
Missouri,2018,0.7770531490684179,0.7814412476719036,0.22479163594722024
Missouri,2019,0.8029790687838425,0.8064684465366009,0.22968463089545957
Missouri,2020,0.8321330612032741,0.8348532832393251,0.23406948871355418
Montana,2000,0.021,0.41100000000000003,0.1761193533548734
Montana,2001,0.035,0.434,0.17867241369259468
Montana,2002,0.069,0.435,0.18122547403031597
Montana,2003,0.10300000000000001,0.436,0.1837785343680373
Montana,2004,0.196,0.49,0.18633159470575858
Montana,2005,0.289,0.5429999999999999,0.18888465504347987
Montana,2006,0.382,0.597,0.1909367880825549
Montana,2007,0.474,0.65,0.18948051961610296
Montana,2008,0.56,0.6729999999999999,0.1975843463160506
Montana,2009,0.6459999999999999,0.696,0.2069859249694099
Montana,2010,0.7020000000000001,0.745,0.20216402958082197
Montana,2011,0.7,0.716,0.20750691353954911
Montana,2012,0.76,0.7809999999999999,0.21377998253909777
Montana,2013,0.772,0.787,0.2197247219479367
Montana,2014,0.7829999999999999,0.7909999999999999,0.2247533213430448
Montana,2015,0.7521131285270479,0.7603952710195658,0.23120945226121245
Montana,2016,0.7903732650174274,0.7975896665665365,0.23786118892974434
Montana,2017,0.7633614057960366,0.7716887909994643,0.24322287840506787
Montana,2018,0.7832419961569187,0.790213590397883,0.24981665149961793
Montana,2019,0.8081498190737196,0.8145328849115738,0.2555515686018832
Montana,2020,0.8340374404998958,0.8400772392030236,0.2596483957408131
Nebraska,2000,0.04,0.38299999999999995,0.1730598978649103
Nebraska,2001,0.106,0.415,0.17303950013022004
Nebraska,2002,0.157,0.451,0.17301910239552978
Nebraska,2003,0.20800000000000002,0.48700000000000004,0.17299870466083955
Nebraska,2004,0.306,0.54,0.1729783069261493
Nebraska,2005,0.40399999999999997,0.5920000000000001,0.17295790919145904
Nebraska,2006,0.502,0.644,0.17428863713863524
Nebraska,2007,0.6,0.6970000000000001,0.17879194464464931
Nebraska,2008,0.65,0.731,0.1826080276680019
Nebraska,2009,0.7,0.7659999999999999,0.18461980316393767
Nebraska,2010,0.7509999999999999,0.772,0.18253150837212534
Nebraska,2011,0.747,0.7659999999999999,0.18585364750551692
Nebraska,2012,0.7509999999999999,0.7609999999999999,0.18888680932476554
Nebraska,2013,0.782,0.7929999999999999,0.19252888074390823
Nebraska,2014,0.8059999999999999,0.813,0.19531993940559933
Nebraska,2015,0.7824603363371588,0.7871409201528168,0.19878354414466945
Nebraska,2016,0.8169896776300438,0.822573913601815,0.2029805571694275
Nebraska,2017,0.7864064232730308,0.7924546201588712,0.20663955888339589
Nebraska,2018,0.8110627245175368,0.8160418957036746,0.21052993552993554
Nebraska,2019,0.8344344150210946,0.8386843103575455,0.21525814399152604
Nebraska,2020,0.8562892958084607,0.8601341136848916,0.21967163350531702
Nevada,2000,0.05,0.37,0.15216811451179704
Nevada,2001,0.077,0.444,0.1537574238043361
Nevada,2002,0.147,0.45,0.15534673309687516
Nevada,2003,0.217,0.457,0.1569360423894142
Nevada,2004,0.309,0.513,0.15852535168195325
Nevada,2005,0.4,0.57,0.1601146609744923
Nevada,2006,0.49200000000000005,0.627,0.15908370529855595
Nevada,2007,0.584,0.6829999999999999,0.16356589389026663
Nevada,2008,0.647,0.7190000000000001,0.16696812166295472
Nevada,2009,0.71,0.754,0.1685579540574745
Nevada,2010,0.777,0.8059999999999999,0.16918116256558707
Nevada,2011,0.778,0.787,0.17379467912722246
Nevada,2012,0.813,0.823,0.1781289429347786
Nevada,2013,0.7909999999999999,0.7979999999999999,0.18322597329148818
Nevada,2014,0.7979999999999999,0.804,0.18864499504632123
Nevada,2015,0.7912864404747146,0.7952862825255622,0.1938669408954934
Nevada,2016,0.8095506889213665,0.8128346655192872,0.1991506678707736
Nevada,2017,0.7945141174977497,0.7990047982939399,0.20408037468941814
Nevada,2018,0.8140201514048564,0.8174909148364671,0.2094312774967164
Nevada,2019,0.8322590300880672,0.8347345080383979,0.21355397792073832
Nevada,2020,0.8555244514469563,0.8574624494805803,0.21663964497021893
New Hampshire,2000,0.066,0.541,0.1577659886096784
New Hampshire,2001,0.14300000000000002,0.545,0.15948372667799895
New Hampshire,2002,0.214,0.565,0.16120146474631952
New Hampshire,2003,0.28600000000000003,0.585,0.16291920281464006
New Hampshire,2004,0.39799999999999996,0.6459999999999999,0.16463694088296063
New Hampshire,2005,0.51,0.706,0.1663546789512812
New Hampshire,2006,0.622,0.7659999999999999,0.17494552796991394
New Hampshire,2007,0.7340000000000001,0.8270000000000001,0.179314469672328
New Hampshire,2008,0.765,0.8370000000000001,0.18743525846076445
New Hampshire,2009,0.797,0.847,0.19179283921257761
New Hampshire,2010,0.833,0.861,0.18674002369973036
New Hampshire,2011,0.843,0.872,0.19328814790665935
New Hampshire,2012,0.873,0.877,0.1994817355029397
New Hampshire,2013,0.8540000000000001,0.862,0.206287130326546
New Hampshire,2014,0.867,0.871,0.21363532109223668
New Hampshire,2015,0.8453056772147847,0.8492779382359475,0.22072328898709487
New Hampshire,2016,0.8649218875675161,0.8692443766650084,0.22721605902208883
New Hampshire,2017,0.8468630972282777,0.8516508135406581,0.23469044515590368
New Hampshire,2018,0.8630830249024611,0.8671900741935851,0.24076414348678424
New Hampshire,2019,0.8778660434479159,0.8815044818311508,0.2474089920511763
New Hampshire,2020,0.8885796893315119,0.8919249289577753,0.2545917930645699
New Jersey,2000,0.05,0.44,0.1715856839803431
New Jersey,2001,0.122,0.5,0.17177734483049031
New Jersey,2002,0.192,0.511,0.17196900568063753
New Jersey,2003,0.262,0.522,0.1721606665307847
New Jersey,2004,0.35200000000000004,0.5770000000000001,0.17235232738093192
New Jersey,2005,0.442,0.631,0.17254398823107914
New Jersey,2006,0.531,0.6859999999999999,0.17641921197172122
New Jersey,2007,0.621,0.741,0.18091635658629138
New Jersey,2008,0.706,0.7829999999999999,0.18442364616100987
New Jersey,2009,0.79,0.826,0.1871834712566062
New Jersey,2010,0.7909999999999999,0.8079999999999999,0.18396523931394518
New Jersey,2011,0.802,0.821,0.18736479020375035
New Jersey,2012,0.83,0.8370000000000001,0.19093067821650675
New Jersey,2013,0.84,0.846,0.19406444857720534
New Jersey,2014,0.852,0.857,0.1977730485553122
New Jersey,2015,0.8163652508861712,0.819561268433793,0.20170930975461268
New Jersey,2016,0.8429443348624975,0.8460419236824073,0.2060972540271636
New Jersey,2017,0.8256477966299721,0.8295123238924814,0.211223548326866
New Jersey,2018,0.841425422545413,0.8444607236906393,0.21709475902810735
New Jersey,2019,0.8586651709911691,0.8611378413886185,0.22235009663228136
New Jersey,2020,0.8794146692804189,0.8814652814409543,0.22670199646206854
New Mexico,2000,0.034,0.318,0.15603618600079383
New Mexico,2001,0.027000000000000003,0.36,0.1581962654602366
New Mexico,2002,0.044000000000000004,0.364,0.16035634491967934
New Mexico,2003,0.061,0.369,0.16251642437912212
New Mexico,2004,0.165,0.428,0.16467650383856486
New Mexico,2005,0.26899999999999996,0.488,0.16683658329800763
New Mexico,2006,0.373,0.5479999999999999,0.169481822102641
New Mexico,2007,0.47700000000000004,0.607,0.1753760949076483
New Mexico,2008,0.527,0.623,0.18277466341724974
New Mexico,2009,0.5770000000000001,0.639,0.18720079057716413
New Mexico,2010,0.605,0.653,0.18265062922167657
New Mexico,2011,0.634,0.6559999999999999,0.18712152747779234
New Mexico,2012,0.726,0.742,0.19277842948454402
New Mexico,2013,0.6759999999999999,0.6859999999999999,0.19799140554262296
New Mexico,2014,0.7040000000000001,0.711,0.20343014828720943
New Mexico,2015,0.6751456723308297,0.6814584462789955,0.20847294081858167
New Mexico,2016,0.7388591742158617,0.7431325854075351,0.21532466272845086
New Mexico,2017,0.7014583183994837,0.7073146988389676,0.22053378024470124
New Mexico,2018,0.7251371362311634,0.7299223490977257,0.22660069564918175
New Mexico,2019,0.7474918380197209,0.7519830208048969,0.23333702915332905
New Mexico,2020,0.7795496521674914,0.7829341978290897,0.23875774253095225
New York,2000,0.049,0.371,0.16885823312539322
New York,2001,0.12300000000000001,0.43799999999999994,0.16975763798575233
New York,2002,0.179,0.449,0.17065704284611147
New York,2003,0.23600000000000002,0.461,0.17155644770647058
New York,2004,0.325,0.514,0.17245585256682971
New York,2005,0.415,0.568,0.17335525742718882
New York,2006,0.505,0.622,0.1769240973215679
New York,2007,0.594,0.675,0.18127386906511123
New York,2008,0.657,0.7240000000000001,0.18544232548123818
New York,2009,0.721,0.772,0.18799026868677574
New York,2010,0.757,0.7759999999999999,0.1842660269357608
New York,2011,0.774,0.794,0.18768666026195227
New York,2012,0.794,0.8079999999999999,0.1912206463253536
New York,2013,0.8,0.8059999999999999,0.19464928842755239
New York,2014,0.81,0.8140000000000001,0.1979444563810041
New York,2015,0.7792926145161075,0.7824125543601927,0.2015661529756205
New York,2016,0.8174383265379016,0.8208690072234166,0.2060851306846361
New York,2017,0.7904402142559724,0.7942637733115515,0.21221762876960504
New York,2018,0.8093417171514335,0.8124420063754205,0.21823412885817245
New York,2019,0.8289486498575331,0.8315577305584978,0.22385456725899472
New York,2020,0.8525870737689171,0.8548535139292005,0.2286556252625885
North Carolina,2000,0.043,0.344,0.1605792941583959
North Carolina,2001,0.065,0.374,0.1610680082921796
North Carolina,2002,0.127,0.405,0.16155672242596333
North Carolina,2003,0.19,0.435,0.16204543655974704
North Carolina,2004,0.27,0.478,0.16253415069353078
North Carolina,2005,0.349,0.522,0.16302286482731448
North Carolina,2006,0.429,0.565,0.16868482544751004
North Carolina,2007,0.509,0.608,0.1740102010455321
North Carolina,2008,0.578,0.6509999999999999,0.17569282836359332
North Carolina,2009,0.647,0.6940000000000001,0.1821079974978904
North Carolina,2010,0.7090000000000001,0.741,0.17940762220291748
North Carolina,2011,0.7070000000000001,0.72,0.18336759836988742
North Carolina,2012,0.769,0.778,0.18713384363714736
North Carolina,2013,0.747,0.7559999999999999,0.19160410221128998
North Carolina,2014,0.765,0.7709999999999999,0.1957296132827303
North Carolina,2015,0.7424146400192422,0.7461155721828582,0.20065659536350877
North Carolina,2016,0.7904142359289889,0.7938707348477999,0.20592359107309774
North Carolina,2017,0.7594212569519576,0.7638654369021249,0.21042730988830313
North Carolina,2018,0.7834699108009052,0.7869268005870469,0.21558822973359393
North Carolina,2019,0.8081417453316625,0.8109064673600839,0.22047299938158044
North Carolina,2020,0.8348914255594728,0.8370298879450103,0.22506584922513248
North Dakota,2000,0.022000000000000002,0.395,0.18527717222049206
North Dakota,2001,0.053,0.431,0.18553131958219868
North Dakota,2002,0.122,0.466,0.18578546694390527
North Dakota,2003,0.191,0.5,0.1860396143056119
North Dakota,2004,0.284,0.545,0.18629376166731848
North Dakota,2005,0.377,0.59,0.1865479090290251
North Dakota,2006,0.469,0.635,0.1911500360924533
North Dakota,2007,0.562,0.68,0.1914305589207694
North Dakota,2008,0.621,0.708,0.19397924490359028
North Dakota,2009,0.68,0.737,0.20165140281118785
North Dakota,2010,0.775,0.794,0.195519339009302
North Dakota,2011,0.7609999999999999,0.767,0.19765950841578145
North Dakota,2012,0.828,0.84,0.1997048441929278
North Dakota,2013,0.792,0.8,0.2002157206417689
North Dakota,2014,0.809,0.8140000000000001,0.1996964216051353
North Dakota,2015,0.7645964599878159,0.7687088284552197,0.20022171719971177
North Dakota,2016,0.8145699359192937,0.8172618632073975,0.20019914094995395
North Dakota,2017,0.7762912590242796,0.7808683091244684,0.202897481471545
North Dakota,2018,0.7905948521109151,0.7938063467162905,0.20602339002474074
North Dakota,2019,0.8074083763642411,0.8101136584967423,0.20971644617472582
North Dakota,2020,0.8309423522819243,0.8329463681892836,0.21382335999494997
Ohio,2000,0.036000000000000004,0.38299999999999995,0.17294677948127127
Ohio,2001,0.076,0.452,0.17333309411335945
Ohio,2002,0.13,0.45899999999999996,0.17371940874544764
Ohio,2003,0.184,0.465,0.1741057233775358
Ohio,2004,0.275,0.513,0.17449203800962398
Ohio,2005,0.365,0.56,0.17487835264171217
Ohio,2006,0.455,0.607,0.17954207377135017
Ohio,2007,0.546,0.654,0.18424132659196887
Ohio,2008,0.61,0.691,0.18852550646835994
Ohio,2009,0.674,0.728,0.1940210411045302
Ohio,2010,0.691,0.725,0.19043840523343852
Ohio,2011,0.731,0.753,0.1952054117049307
Ohio,2012,0.737,0.755,0.19977377325181703
Ohio,2013,0.767,0.778,0.20427530327916402
Ohio,2014,0.7929999999999999,0.8009999999999999,0.20879858620564376
Ohio,2015,0.7619750678149874,0.7660764698029264,0.2136090975301696
Ohio,2016,0.8097859716493434,0.8141724305025938,0.2184203751447427
Ohio,2017,0.7727799792561435,0.7781487520895634,0.22341184431438524
Ohio,2018,0.7982389224341702,0.8024382933235927,0.228373959220844
Ohio,2019,0.8207582372815223,0.8240628711488727,0.23357316786378018
Ohio,2020,0.8459855796429332,0.848711509688109,0.23723603940806534
Oklahoma,2000,0.065,0.336,0.17361346573721967
Oklahoma,2001,0.064,0.392,0.1740053030858066
Oklahoma,2002,0.105,0.40299999999999997,0.17439714043439353
Oklahoma,2003,0.146,0.414,0.17478897778298047
Oklahoma,2004,0.218,0.45399999999999996,0.17518081513156739
Oklahoma,2005,0.289,0.494,0.17557265248015433
Oklahoma,2006,0.36,0.535,0.17946575950237093
Oklahoma,2007,0.43200000000000005,0.575,0.18340891423364727
Oklahoma,2008,0.518,0.611,0.18522216770935115
Oklahoma,2009,0.604,0.648,0.18656975088485375
Oklahoma,2010,0.67,0.7090000000000001,0.1853246734518911
Oklahoma,2011,0.677,0.715,0.18807975189257292
Oklahoma,2012,0.725,0.746,0.19031182940540223
Oklahoma,2013,0.708,0.718,0.19290960662401188
Oklahoma,2014,0.7340000000000001,0.74,0.19564523465304093
Oklahoma,2015,0.7089373044001878,0.7118225643285485,0.19880859269980541
Oklahoma,2016,0.7725367489527433,0.7753858529872555,0.20194246603548519
Oklahoma,2017,0.7293971971623071,0.7336543743886026,0.20539205508064035
Oklahoma,2018,0.7585967896129985,0.761707422929297,0.2093099347980941
Oklahoma,2019,0.7871253112116118,0.7895086756559359,0.21353489945001997
Oklahoma,2020,0.817403062667797,0.8194847375648531,0.21706223467099076
Oregon,2000,0.040999999999999995,0.47100000000000003,0.1664690379578646
Oregon,2001,0.10800000000000001,0.512,0.16747535994097607
Oregon,2002,0.14400000000000002,0.508,0.1684816819240875
Oregon,2003,0.18,0.504,0.16948800390719895
Oregon,2004,0.29,0.5589999999999999,0.17049432589031038
Oregon,2005,0.401,0.614,0.17150064787342184
Oregon,2006,0.511,0.669,0.17667921004291554
Oregon,2007,0.621,0.723,0.18353175688567308
Oregon,2008,0.688,0.765,0.18996506651609738
Oregon,2009,0.755,0.807,0.1941033919141209
Oregon,2010,0.7809999999999999,0.8140000000000001,0.19148521036437463
Oregon,2011,0.7959999999999999,0.815,0.19749099879510498
Oregon,2012,0.86,0.88,0.20310986626798325
Oregon,2013,0.82,0.83,0.20884395643935036
Oregon,2014,0.8320000000000001,0.838,0.2153518293134732
Oregon,2015,0.809425918661754,0.8153547020515644,0.22136060497056154
Oregon,2016,0.849833458778814,0.8547673251136684,0.226970215708791
Oregon,2017,0.8202885821424948,0.8261640295972782,0.2307832771487707
Oregon,2018,0.8399359372193576,0.8445341382743815,0.2350471331912278
Oregon,2019,0.859856671920426,0.8637397936205243,0.23915184332037145
Oregon,2020,0.8809847588558591,0.8844183445666844,0.2424916422154678
Pennsylvania,2000,0.034,0.397,0.1979326041559625
Pennsylvania,2001,0.084,0.45299999999999996,0.19742041808333002
Pennsylvania,2002,0.142,0.47,0.19690823201069754
Pennsylvania,2003,0.19899999999999998,0.48700000000000004,0.19639604593806506
Pennsylvania,2004,0.28800000000000003,0.536,0.19588385986543258
Pennsylvania,2005,0.377,0.586,0.1953716737928001
Pennsylvania,2006,0.466,0.635,0.1999344727244725
Pennsylvania,2007,0.555,0.684,0.20416138225428368
Pennsylvania,2008,0.622,0.715,0.2074640197251363
Pennsylvania,2009,0.688,0.746,0.2102391103302425
Pennsylvania,2010,0.7559999999999999,0.778,0.20702291855712157
Pennsylvania,2011,0.736,0.753,0.21053541977289003
Pennsylvania,2012,0.7959999999999999,0.8059999999999999,0.21398763377302998
Pennsylvania,2013,0.785,0.7959999999999999,0.2179633929736295
Pennsylvania,2014,0.797,0.805,0.22214360066743324
Pennsylvania,2015,0.7585205443094585,0.7645570442674258,0.22652620485573877
Pennsylvania,2016,0.8056334478722477,0.8104160764037053,0.2313444399970369
Pennsylvania,2017,0.7700605417342741,0.7764599170594487,0.23666415047724856
Pennsylvania,2018,0.7935447557116051,0.7987971261252441,0.24176227355394314
Pennsylvania,2019,0.816059314624834,0.8205179151199282,0.24699711449685846
Pennsylvania,2020,0.8409619101483271,0.8445952601348725,0.25174778827633076
Puerto Rico,2015,0.5199701073376205,0.5218107608865565,0.22687871556063746
Puerto Rico,2016,0.5966776312560033,0.6026465569603074,0.23507494931836567
Puerto Rico,2017,0.5328673286907472,0.5381177582966221,0.24325108108676857
Puerto Rico,2018,0.5657907451381645,0.5707619857685207,0.25223557186263357
Puerto Rico,2019,0.6075259881511197,0.6132281449607346,0.26126980482135165
Puerto Rico,2020,0.6470023478871839,0.6548062656489867,0.2705128512287285
Rhode Island,2000,0.066,0.409,0.18258659816334533
Rhode Island,2001,0.11599999999999999,0.48100000000000004,0.18214942866692607
Rhode Island,2002,0.174,0.47700000000000004,0.18171225917050682
Rhode Island,2003,0.231,0.474,0.18127508967408756
Rhode Island,2004,0.341,0.539,0.1808379201776683
Rhode Island,2005,0.45,0.603,0.18040075068124906
Rhode Island,2006,0.56,0.6679999999999999,0.18703271794007176
Rhode Island,2007,0.669,0.733,0.1895234782082599
Rhode Island,2008,0.711,0.7509999999999999,0.19336155342466796
Rhode Island,2009,0.752,0.769,0.1976274414669833
Rhode Island,2010,0.778,0.7879999999999999,0.19452304028156295
Rhode Island,2011,0.7859999999999999,0.797,0.19786727946722785
Rhode Island,2012,0.813,0.8190000000000001,0.20173002391514824
Rhode Island,2013,0.825,0.828,0.20639634114453334
Rhode Island,2014,0.818,0.8240000000000001,0.2106770269603096
Rhode Island,2015,0.7832464341751096,0.7879180532241756,0.2148603772940253
Rhode Island,2016,0.828621895645379,0.8302122041255245,0.22004265565092543
Rhode Island,2017,0.8010331489076399,0.8045302746415293,0.22505865710730985
Rhode Island,2018,0.8186708729802721,0.8218090219891211,0.2304755487118722
Rhode Island,2019,0.8400936325116359,0.8424805536810974,0.2357053472703695
Rhode Island,2020,0.8658794585515975,0.8676849998794396,0.24147521549482984
South Carolina,2000,0.034,0.3,0.16238286425863133
South Carolina,2001,0.07200000000000001,0.375,0.16478858611023356
South Carolina,2002,0.11,0.384,0.1671943079618358
South Carolina,2003,0.147,0.39299999999999996,0.16960002981343802
South Carolina,2004,0.217,0.44299999999999995,0.17200575166504026
South Carolina,2005,0.28600000000000003,0.493,0.1744114735166425
South Carolina,2006,0.355,0.5429999999999999,0.18020137233471156
South Carolina,2007,0.424,0.593,0.18439034881839977
South Carolina,2008,0.505,0.614,0.18981025938657975
South Carolina,2009,0.586,0.636,0.19372377085013248
South Carolina,2010,0.631,0.675,0.18894904229880208
South Carolina,2011,0.665,0.6920000000000001,0.19389081493680757
South Carolina,2012,0.732,0.743,0.19859552763926536
South Carolina,2013,0.7120000000000001,0.721,0.2042705768567498
South Carolina,2014,0.725,0.732,0.20990748788995262
South Carolina,2015,0.700728667353825,0.7043479056588337,0.21536800251843194
South Carolina,2016,0.770950539113605,0.7737015060011598,0.22104308418164462
South Carolina,2017,0.7257581170955985,0.7300004756034152,0.22681203667600977
South Carolina,2018,0.7545053922679904,0.7577118621256751,0.23206929079838778
South Carolina,2019,0.7826765012960465,0.7850813429892469,0.23707548150635574
South Carolina,2020,0.8127190592162251,0.8145666463248943,0.24337638468063644
South Dakota,2000,0.033,0.42200000000000004,0.1813209086910673
South Dakota,2001,0.092,0.446,0.18088704545082912
South Dakota,2002,0.152,0.462,0.18045318221059095
South Dakota,2003,0.212,0.478,0.18001931897035278
South Dakota,2004,0.29100000000000004,0.527,0.1795854557301146
South Dakota,2005,0.37,0.575,0.17915159248987644
South Dakota,2006,0.449,0.624,0.18592462902167617
South Dakota,2007,0.529,0.672,0.18956312051393154
South Dakota,2008,0.586,0.688,0.1946271670766009
South Dakota,2009,0.644,0.7040000000000001,0.19262712292108525
South Dakota,2010,0.6970000000000001,0.733,0.19110226627406932
South Dakota,2011,0.745,0.7659999999999999,0.19533686518583082
South Dakota,2012,0.77,0.7829999999999999,0.19821270764618426
South Dakota,2013,0.755,0.7709999999999999,0.20161585461913384
South Dakota,2014,0.775,0.784,0.20568989395093853
South Dakota,2015,0.754344120513806,0.7591953735155567,0.20965144273532657
South Dakota,2016,0.7964248044706158,0.8015556746496288,0.21357181296691882
South Dakota,2017,0.7587157331248431,0.764978288919395,0.21789386564170185
South Dakota,2018,0.7812329541514694,0.7855752199434953,0.2224776666138294
South Dakota,2019,0.8074142204210317,0.8110668792120721,0.22752395369832237
South Dakota,2020,0.8330408578274848,0.8360545938518676,0.23305653356623635
Tennessee,2000,0.055,0.373,0.16568344376611252
Tennessee,2001,0.10300000000000001,0.41100000000000003,0.16685762533759027
Tennessee,2002,0.145,0.425,0.168031806909068
Tennessee,2003,0.187,0.439,0.16920598848054574
Tennessee,2004,0.254,0.475,0.17038017005202347
Tennessee,2005,0.322,0.512,0.17155435162350122
Tennessee,2006,0.389,0.5489999999999999,0.17681997574684916
Tennessee,2007,0.457,0.586,0.18137940029421515
Tennessee,2008,0.5329999999999999,0.638,0.18655396525247117
Tennessee,2009,0.61,0.691,0.1892820715301511
Tennessee,2010,0.653,0.696,0.18581987910763936
Tennessee,2011,0.682,0.7020000000000001,0.1902389190457719
Tennessee,2012,0.723,0.74,0.19435653634862038
Tennessee,2013,0.718,0.727,0.19844504869824334
Tennessee,2014,0.732,0.7390000000000001,0.20275895101269267
Tennessee,2015,0.7033164102202074,0.7070036280856513,0.20679471014821646
Tennessee,2016,0.7678829779751677,0.7707993327940189,0.21128055871639762
Tennessee,2017,0.7259577780293689,0.7303507310397245,0.21518523789970595
Tennessee,2018,0.7547976310316471,0.7581093709888468,0.219662374086409
Tennessee,2019,0.7842725451689986,0.7866227593970951,0.2234774842771795
Tennessee,2020,0.8156188331817005,0.817405108251514,0.22746574707321093
Texas,2000,0.043,0.33399999999999996,0.13304359043958752
Texas,2001,0.095,0.395,0.13353029800298424
Texas,2002,0.13699999999999998,0.40700000000000003,0.13401700556638094
Texas,2003,0.17800000000000002,0.419,0.13450371312977766
Texas,2004,0.257,0.46399999999999997,0.13499042069317435
Texas,2005,0.336,0.509,0.13547712825657107
Texas,2006,0.415,0.5539999999999999,0.13801671557032835
Texas,2007,0.494,0.599,0.14175983648184978
Texas,2008,0.556,0.628,0.14504866079932507
Texas,2009,0.618,0.657,0.14676239519637846
Texas,2010,0.69,0.716,0.14550340818819893
Texas,2011,0.662,0.695,0.14875886744537772
Texas,2012,0.713,0.725,0.15196004013979666
Texas,2013,0.742,0.7509999999999999,0.15500886078610424
Texas,2014,0.755,0.76,0.15835822375358793
Texas,2015,0.7439470010824484,0.7473732175177139,0.16186862659820894
Texas,2016,0.8060090239343447,0.8083252548446812,0.16527255922379944
Texas,2017,0.7690284307691884,0.7729204821121946,0.1684364826168948
Texas,2018,0.7935484575191988,0.7962641444414692,0.17154486457778043
Texas,2019,0.8194108404779653,0.8214461381022234,0.1753098703025839
Texas,2020,0.8511149059433801,0.8526168298830918,0.17830288772912953
Utah,2000,0.053,0.521,0.11314728083723176
Utah,2001,0.114,0.45299999999999996,0.11401719641263254
Utah,2002,0.163,0.5,0.11488711198803334
Utah,2003,0.212,0.5479999999999999,0.11575702756343412
Utah,2004,0.32,0.598,0.11662694313883491
Utah,2005,0.428,0.648,0.1174968587142357
Utah,2006,0.536,0.698,0.12126602362373008
Utah,2007,0.644,0.748,0.12342051842303228
Utah,2008,0.7240000000000001,0.7929999999999999,0.1257919094409346
Utah,2009,0.8029999999999999,0.8370000000000001,0.1268726396731706
Utah,2010,0.836,0.857,0.12525345885724867
Utah,2011,0.83,0.848,0.12774128399755613
Utah,2012,0.845,0.853,0.13019546798841602
Utah,2013,0.836,0.8440000000000001,0.13311852514489067
Utah,2014,0.8590000000000001,0.865,0.13663815016281733
Utah,2015,0.832088343513468,0.8376388321983287,0.14039710282398543
Utah,2016,0.8543617953545388,0.8576436122894946,0.1439384458221282
Utah,2017,0.8380727484803712,0.8434116788243381,0.14779249156880514
Utah,2018,0.8573263345528591,0.8614020816211876,0.15101942305482127
